state,county
Nevada,Pershing
Colorado,Saguache
Tennessee,Hancock
Arkansas,Woodruff
Nebraska,Kearney
Virginia,Surry
Minnesota,Norman
Utah,Beaver
Virginia,Galax
Nebraska,Burt
South Dakota,Moody
North Dakota,Bottineau
Virginia,Buena Vista
South Dakota,Spink
Illinois,Edwards
Kentucky,Menifee
Iowa,Wayne
Nebraska,Howard
Alaska,Prince of Wales-Hyder
Virginia,Bland
Colorado,Rio Blanco
Tennessee,Moore
Georgia,Calhoun
Nebraska,Antelope
Michigan,Luce
Georgia,Talbot
Georgia,Stewart
Minnesota,Wilkin
Missouri,Reynolds
Illinois,Alexander
Missouri,Sullivan
Kansas,Ellsworth
Nebraska,Clay
Vermont,Essex
Iowa,Taylor
Oklahoma,Jefferson
Missouri,Carter
Kansas,Mitchell
Pennsylvania,Sullivan
Kentucky,Fulton
Montana,Teton
Kansas,Greenwood
Texas,Garza
Iowa,Osceola
Kansas,Gray
South Dakota,Hamlin
Colorado,Gilpin
Missouri,Shelby
Texas,Carson
Idaho,Bear Lake
Montana,Pondera
Texas,San Saba
Nebraska,Stanton
Montana,Broadwater
Kansas,Sherman
Minnesota,Grant
North Dakota,McHenry
Michigan,Ontonagon
Indiana,Ohio
Oklahoma,Greer
Oklahoma,Cotton
Oklahoma,Alfalfa
Texas,Crosby
South Dakota,Dewey
Texas,Lynn
Kansas,Ottawa
Texas,Floyd
West Virginia,Wirt
Georgia,Miller
Colorado,Bent
Nebraska,Cherry
Tennessee,Van Buren
Colorado,Crowley
Montana,Chouteau
Texas,Haskell
Illinois,Putnam
Nebraska,Dixon
Alaska,Aleutians West
Wisconsin,Iron
Minnesota,Lincoln
Texas,Hartley
Texas,Martin
Nevada,Lander
Kansas,Stevens
Virginia,Covington
Kansas,Harper
Colorado,Lincoln
Oklahoma,Coal
Iowa,Audubon
Kansas,Morris
South Dakota,McCook
Nebraska,Fillmore
Texas,Hansford
Illinois,Pulaski
Minnesota,Mahnomen
Kansas,Washington
South Dakota,Day
South Dakota,Tripp
South Dakota,Walworth
Illinois,Stark
Kansas,Norton
Virginia,Emporia
Alaska,Yukon-Koyukuk
Oklahoma,Beaver
Minnesota,Cook
Idaho,Lincoln
Kansas,Phillips
Texas,Wheeler
North Dakota,Ransom
Georgia,Warren
Nebraska,Boone
South Dakota,Brule
Texas,Delta
Texas,Jim Hogg
Nebraska,Sheridan
Missouri,Atchison
Nebraska,Polk
Georgia,Schley
North Carolina,Hyde
Arkansas,Calhoun
Nevada,Lincoln
Nebraska,Johnson
Virginia,Craig
Tennessee,Pickett
Illinois,Gallatin
Nebraska,Thayer
Kansas,Rooks
Illinois,Scott
Utah,Garfield
Minnesota,Big Stone
Iowa,Ringgold
Alaska,Dillingham
South Dakota,Kingsbury
North Dakota,Dickey
Oklahoma,Dewey
Kansas,Scott
Missouri,Scotland
Montana,Toole
South Dakota,Marshall
Texas,Mills
Colorado,Washington
Illinois,Calhoun
Texas,Crane
Colorado,Ouray
Kentucky,Carlisle
Missouri,Putnam
Nebraska,Morrill
Colorado,Custer
Montana,Musselshell
Nebraska,Furnas
Kansas,Republic
Kansas,Barber
Pennsylvania,Cameron
Wyoming,Hot Springs
Louisiana,Tensas
Wisconsin,Menominee
Missouri,Schuyler
New Mexico,Mora
New York,Hamilton
Kentucky,Hickman
Nevada,Mineral
Kentucky,Owsley
Missouri,Holt
Texas,Hudspeth
Mississippi,Sharkey
Oklahoma,Grant
North Dakota,Dunn
Idaho,Oneida
Texas,Kimble
North Dakota,Sioux
New Mexico,Guadalupe
South Dakota,Deuel
Wisconsin,Florence
Minnesota,Kittson
Virginia,Bath
New Mexico,Hidalgo
Colorado,Phillips
Washington,Wahkiakum
Montana,Mineral
Nebraska,Nuckolls
Nebraska,Valley
Illinois,Pope
Texas,Mason
South Dakota,Gregory
Kansas,Stafford
Kansas,Meade
Idaho,Custer
South Dakota,Corson
New Mexico,Union
North Dakota,Pierce
North Dakota,LaMoure
Idaho,Adams
North Carolina,Tyrrell
Montana,Phillips
Kansas,Haskell
Minnesota,Red Lake
Oklahoma,Ellis
Texas,Hemphill
Washington,Columbia
Nevada,Storey
Georgia,Echols
North Dakota,Wells
Virginia,Norton
Missouri,Knox
Texas,Hardeman
Illinois,Hardin
South Dakota,Edmunds
Kansas,Kearny
North Dakota,Sargent
Texas,Fisher
South Dakota,Lyman
Idaho,Lewis
Texas,Sutton
North Dakota,Cavalier
Nebraska,Chase
Minnesota,Lake of the Woods
Texas,Reagan
Oklahoma,Harper
Colorado,Costilla
Texas,Knox
South Dakota,Clark
Iowa,Adams
Montana,Sweet Grass
Oklahoma,Roger Mills
Texas,Upton
Texas,Kinney
Missouri,Mercer
Nebraska,Kimball
Kansas,Smith
Texas,Baylor
Colorado,Baca
Nebraska,Nance
Nebraska,Webster
Kansas,Osborne
New Mexico,Catron
Texas,Crockett
Montana,Sheridan
South Dakota,Bennett
Nebraska,Harlan
Texas,Real
South Dakota,Hanson
Texas,Lipscomb
Alaska,Aleutians East
Texas,Donley
Kansas,Chautauqua
Montana,Granite
Minnesota,Traverse
North Dakota,Emmons
Texas,Coke
Texas,Shackelford
South Dakota,Jackson
Texas,Concho
North Dakota,Foster
Alaska,Petersburg
South Dakota,Hand
Kansas,Woodson
North Dakota,Bowman
Georgia,Baker
Texas,Sherman
Texas,Hall
Kansas,Lincoln
California,Sierra
Nebraska,Sherman
Kansas,Rush
South Dakota,Stanley
Nebraska,Brown
Georgia,Glascock
Nebraska,Franklin
Texas,Schleicher
Texas,Collingsworth
Georgia,Clay
South Dakota,Douglas
Montana,Fallon
Nebraska,Perkins
South Dakota,Perkins
North Dakota,Nelson
Texas,Cochran
Kansas,Jewell
Kansas,Ness
Kansas,Edwards
Kansas,Decatur
Kansas,Trego
Nebraska,Hitchcock
Kansas,Logan
South Dakota,Ziebach
South Dakota,Aurora
Kansas,Morton
Oklahoma,Harmon
Utah,Wayne
Kansas,Cheyenne
Nebraska,Pawnee
Kansas,Gove
Nebraska,Frontier
Kansas,Chase
Georgia,Webster
North Dakota,McIntosh
Kansas,Hamilton
Idaho,Butte
North Dakota,Hettinger
Kansas,Elk
Kansas,Graham
Alaska,Haines
Kansas,Sheridan
Kansas,Kiowa
Alaska,Wrangell
Kansas,Rawlins
North Dakota,Kidder
North Dakota,Renville
Wyoming,Niobrara
North Dakota,Griggs
Utah,Rich
Nebraska,Greeley
South Dakota,Sanborn
North Dakota,Grant
Montana,Liberty
North Dakota,Divide
Colorado,Sedgwick
South Dakota,Potter
South Dakota,Faulk
North Dakota,Adams
North Dakota,Eddy
South Dakota,McPherson
Georgia,Quitman
Alaska,Denali
Texas,Jeff Davis
Washington,Garfield
North Dakota,Towner
Texas,Culberson
South Dakota,Miner
Virginia,Highland
Texas,Dickens
North Dakota,Burke
Oklahoma,Cimarron
Montana,Wheatland
Alaska,Hoonah-Angoon
Kansas,Wichita
Kentucky,Robertson
Texas,Menard
Michigan,Keweenaw
Texas,Oldham
South Dakota,Mellette
Kansas,Stanton
New Mexico,De Baca
Missouri,Worth
Colorado,Cheyenne
Kansas,Clark
South Dakota,Buffalo
South Dakota,Haakon
South Dakota,Jerauld
Nebraska,Gosper
Nebraska,Garfield
Texas,Armstrong
Montana,Judith Basin
Nebraska,Boyd
Texas,Edwards
Nebraska,Dundy
Montana,Meagher
Oregon,Gilliam
Kansas,Hodgeman
North Dakota,Logan
Utah,Piute
Nebraska,Garden
Nevada,Eureka
Colorado,Dolores
North Dakota,Golden Valley
North Dakota,Oliver
Nebraska,Deuel
Montana,McCone
North Dakota,Steele
Kansas,Comanche
Montana,Daniels
Oregon,Sherman
Texas,Cottle
Texas,Irion
Georgia,Taliaferro
Montana,Powder River
Kansas,Wallace
Kansas,Lane
Texas,Glasscock
Colorado,Kiowa
South Dakota,Campbell
Texas,Stonewall
Texas,Briscoe
Texas,Throckmorton
Oregon,Wheeler
Nebraska,Rock
North Dakota,Sheridan
Alaska,Lake and Peninsula
Mississippi,Issaquena
Montana,Carter
South Dakota,Hyde
South Dakota,Harding
South Dakota,Sully
Texas,Foard
Colorado,Jackson
Texas,Motley
Montana,Prairie
Texas,Sterling
Nebraska,Sioux
Kansas,Greeley
Montana,Wibaux
Alaska,Skagway
Idaho,Camas
California,Alpine
Montana,Garfield
Nevada,Esmeralda
Nebraska,Logan
North Dakota,Billings
Idaho,Clark
Texas,Terrell
Nebraska,Hayes
Alaska,Bristol Bay
Colorado,Hinsdale
Colorado,Mineral
Texas,Roberts
South Dakota,Jones
Nebraska,Wheeler
Texas,McMullen
Nebraska,Keya Paha
North Dakota,Slope
Montana,Golden Valley
Nebraska,Grant
Nebraska,Banner
Nebraska,Hooker
Montana,Treasure
Alaska,Yakutat
Texas,Kent
Nebraska,Thomas
Texas,Borden
Utah,Daggett
Nebraska,Loup
Colorado,San Juan
Texas,Kenedy
Nebraska,Blaine
Montana,Petroleum
New Mexico,Harding
Nebraska,Arthur
Nebraska,McPherson
Texas,King
Texas,Loving
Hawaii,Kalawao
